"id","nk","date","createdAt","code","name","rate","bid","ask","updatedAt"
377,"1431392520~EURUSD","2015-05-12T01:02:00.000Z","2015-05-12T01:02:21.000Z","EURUSD","EUR/USD",1.114,1.1137,1.1142,"2015-05-12T01:02:21.000Z"
378,"1431392520~EURUSD","2015-05-12T01:02:00.000Z","2015-05-12T01:02:21.000Z","EURUSD","EUR/USD",1.114,1.1137,1.1142,"2015-05-12T01:02:21.000Z"
379,"1431392520~GBPUSD","2015-05-12T01:02:00.000Z","2015-05-12T01:02:21.000Z","GBPUSD","GBP/USD",1.5568,1.5565,1.557,"2015-05-12T01:02:21.000Z"
380,"1431392520~AUDUSD","2015-05-12T01:02:00.000Z","2015-05-12T01:02:21.000Z","AUDUSD","AUD/USD",0.7888,0.7886,0.789,"2015-05-12T01:02:21.000Z"
381,"1431392520~USDJPY","2015-05-12T01:02:00.000Z","2015-05-12T01:02:21.000Z","USDJPY","USD/JPY",120.125,120.125,120.14,"2015-05-12T01:02:21.000Z"
382,"1431392580~EURUSD","2015-05-12T01:03:00.000Z","2015-05-12T01:03:26.000Z","EURUSD","EUR/USD",1.1141,1.1139,1.1142,"2015-05-12T01:03:26.000Z"
383,"1431392580~EURUSD","2015-05-12T01:03:00.000Z","2015-05-12T01:03:26.000Z","EURUSD","EUR/USD",1.1141,1.1139,1.1142,"2015-05-12T01:03:26.000Z"
384,"1431392580~GBPUSD","2015-05-12T01:03:00.000Z","2015-05-12T01:03:26.000Z","GBPUSD","GBP/USD",1.5566,1.5564,1.5568,"2015-05-12T01:03:26.000Z"
385,"1431392580~AUDUSD","2015-05-12T01:03:00.000Z","2015-05-12T01:03:26.000Z","AUDUSD","AUD/USD",0.789,0.7888,0.7892,"2015-05-12T01:03:26.000Z"
386,"1431392580~USDJPY","2015-05-12T01:03:00.000Z","2015-05-12T01:03:26.000Z","USDJPY","USD/JPY",120.125,120.125,120.14,"2015-05-12T01:03:26.000Z"
387,"1431392640~EURUSD","2015-05-12T01:04:00.000Z","2015-05-12T01:04:32.000Z","EURUSD","EUR/USD",1.1141,1.1139,1.1142,"2015-05-12T01:04:32.000Z"
388,"1431392640~EURUSD","2015-05-12T01:04:00.000Z","2015-05-12T01:04:32.000Z","EURUSD","EUR/USD",1.1141,1.1139,1.1142,"2015-05-12T01:04:32.000Z"
389,"1431392640~GBPUSD","2015-05-12T01:04:00.000Z","2015-05-12T01:04:32.000Z","GBPUSD","GBP/USD",1.5565,1.5565,1.5566,"2015-05-12T01:04:32.000Z"
390,"1431392640~AUDUSD","2015-05-12T01:04:00.000Z","2015-05-12T01:04:32.000Z","AUDUSD","AUD/USD",0.7889,0.7888,0.789,"2015-05-12T01:04:32.000Z"
391,"1431392640~USDJPY","2015-05-12T01:04:00.000Z","2015-05-12T01:04:32.000Z","USDJPY","USD/JPY",120.126,120.126,120.129,"2015-05-12T01:04:32.000Z"
392,"1431392700~EURUSD","2015-05-12T01:05:00.000Z","2015-05-12T01:05:37.000Z","EURUSD","EUR/USD",1.1139,1.1138,1.114,"2015-05-12T01:05:37.000Z"
393,"1431392700~EURUSD","2015-05-12T01:05:00.000Z","2015-05-12T01:05:37.000Z","EURUSD","EUR/USD",1.1139,1.1138,1.114,"2015-05-12T01:05:37.000Z"
394,"1431392700~GBPUSD","2015-05-12T01:05:00.000Z","2015-05-12T01:05:37.000Z","GBPUSD","GBP/USD",1.5565,1.5562,1.5568,"2015-05-12T01:05:37.000Z"
395,"1431392700~AUDUSD","2015-05-12T01:05:00.000Z","2015-05-12T01:05:37.000Z","AUDUSD","AUD/USD",0.789,0.7888,0.7892,"2015-05-12T01:05:37.000Z"
396,"1431392700~USDJPY","2015-05-12T01:05:00.000Z","2015-05-12T01:05:37.000Z","USDJPY","USD/JPY",120.119,120.119,120.122,"2015-05-12T01:05:37.000Z"
397,"1431392760~EURUSD","2015-05-12T01:06:00.000Z","2015-05-12T01:06:52.000Z","EURUSD","EUR/USD",1.1143,1.1142,1.1143,"2015-05-12T01:06:52.000Z"
398,"1431392760~EURUSD","2015-05-12T01:06:00.000Z","2015-05-12T01:06:52.000Z","EURUSD","EUR/USD",1.1143,1.1142,1.1143,"2015-05-12T01:06:52.000Z"
399,"1431392760~GBPUSD","2015-05-12T01:06:00.000Z","2015-05-12T01:06:52.000Z","GBPUSD","GBP/USD",1.5569,1.5569,1.557,"2015-05-12T01:06:52.000Z"
400,"1431392760~AUDUSD","2015-05-12T01:06:00.000Z","2015-05-12T01:06:52.000Z","AUDUSD","AUD/USD",0.7893,0.7891,0.7894,"2015-05-12T01:06:52.000Z"
401,"1431392760~USDJPY","2015-05-12T01:06:00.000Z","2015-05-12T01:06:52.000Z","USDJPY","USD/JPY",120.093,120.093,120.096,"2015-05-12T01:06:52.000Z"
402,"1431392820~EURUSD","2015-05-12T01:07:00.000Z","2015-05-12T01:07:58.000Z","EURUSD","EUR/USD",1.1144,1.1143,1.1144,"2015-05-12T01:07:58.000Z"
403,"1431392820~EURUSD","2015-05-12T01:07:00.000Z","2015-05-12T01:07:58.000Z","EURUSD","EUR/USD",1.1144,1.1143,1.1144,"2015-05-12T01:07:58.000Z"
404,"1431392820~GBPUSD","2015-05-12T01:07:00.000Z","2015-05-12T01:07:58.000Z","GBPUSD","GBP/USD",1.5571,1.5571,1.5572,"2015-05-12T01:07:58.000Z"
405,"1431392820~AUDUSD","2015-05-12T01:07:00.000Z","2015-05-12T01:07:58.000Z","AUDUSD","AUD/USD",0.7892,0.7891,0.7893,"2015-05-12T01:07:58.000Z"
406,"1431392820~USDJPY","2015-05-12T01:07:00.000Z","2015-05-12T01:07:58.000Z","USDJPY","USD/JPY",120.077,120.077,120.08,"2015-05-12T01:07:58.000Z"
407,"1431392880~EURUSD","2015-05-12T01:08:00.000Z","2015-05-12T01:08:18.000Z","EURUSD","EUR/USD",1.1143,1.1142,1.1144,"2015-05-12T01:08:18.000Z"
408,"1431392880~EURUSD","2015-05-12T01:08:00.000Z","2015-05-12T01:08:18.000Z","EURUSD","EUR/USD",1.1143,1.1142,1.1144,"2015-05-12T01:08:18.000Z"
409,"1431392880~GBPUSD","2015-05-12T01:08:00.000Z","2015-05-12T01:08:18.000Z","GBPUSD","GBP/USD",1.5572,1.5571,1.5572,"2015-05-12T01:08:18.000Z"
410,"1431392880~AUDUSD","2015-05-12T01:08:00.000Z","2015-05-12T01:08:18.000Z","AUDUSD","AUD/USD",0.7893,0.7891,0.7894,"2015-05-12T01:08:18.000Z"
411,"1431392880~USDJPY","2015-05-12T01:08:00.000Z","2015-05-12T01:08:18.000Z","USDJPY","USD/JPY",120.073,120.073,120.075,"2015-05-12T01:08:18.000Z"
412,"1431392940~EURUSD","2015-05-12T01:09:00.000Z","2015-05-12T01:09:25.000Z","EURUSD","EUR/USD",1.1145,1.1144,1.1145,"2015-05-12T01:09:25.000Z"
413,"1431392940~EURUSD","2015-05-12T01:09:00.000Z","2015-05-12T01:09:25.000Z","EURUSD","EUR/USD",1.1145,1.1144,1.1145,"2015-05-12T01:09:25.000Z"
414,"1431392940~GBPUSD","2015-05-12T01:09:00.000Z","2015-05-12T01:09:25.000Z","GBPUSD","GBP/USD",1.5572,1.5572,1.5573,"2015-05-12T01:09:25.000Z"
415,"1431392940~AUDUSD","2015-05-12T01:09:00.000Z","2015-05-12T01:09:25.000Z","AUDUSD","AUD/USD",0.7892,0.7891,0.7892,"2015-05-12T01:09:25.000Z"
416,"1431392940~USDJPY","2015-05-12T01:09:00.000Z","2015-05-12T01:09:25.000Z","USDJPY","USD/JPY",120.066,120.066,120.068,"2015-05-12T01:09:25.000Z"
417,"1431392940~EURUSD","2015-05-12T01:09:00.000Z","2015-05-12T01:09:54.000Z","EURUSD","EUR/USD",1.1145,1.1143,1.1148,"2015-05-12T01:09:54.000Z"
418,"1431392940~EURUSD","2015-05-12T01:09:00.000Z","2015-05-12T01:09:54.000Z","EURUSD","EUR/USD",1.1145,1.1143,1.1148,"2015-05-12T01:09:54.000Z"
419,"1431392940~GBPUSD","2015-05-12T01:09:00.000Z","2015-05-12T01:09:54.000Z","GBPUSD","GBP/USD",1.5573,1.5572,1.5573,"2015-05-12T01:09:54.000Z"
420,"1431392940~AUDUSD","2015-05-12T01:09:00.000Z","2015-05-12T01:09:54.000Z","AUDUSD","AUD/USD",0.7891,0.7889,0.7892,"2015-05-12T01:09:54.000Z"
421,"1431392940~USDJPY","2015-05-12T01:09:00.000Z","2015-05-12T01:09:54.000Z","USDJPY","USD/JPY",120.073,120.073,120.076,"2015-05-12T01:09:54.000Z"
422,"1431393000~EURUSD","2015-05-12T01:10:00.000Z","2015-05-12T01:11:00.000Z","EURUSD","EUR/USD",1.1144,1.1143,1.1146,"2015-05-12T01:11:00.000Z"
423,"1431393000~EURUSD","2015-05-12T01:10:00.000Z","2015-05-12T01:11:00.000Z","EURUSD","EUR/USD",1.1144,1.1143,1.1146,"2015-05-12T01:11:00.000Z"
424,"1431393000~GBPUSD","2015-05-12T01:10:00.000Z","2015-05-12T01:11:00.000Z","GBPUSD","GBP/USD",1.5572,1.5571,1.5572,"2015-05-12T01:11:00.000Z"
425,"1431393000~AUDUSD","2015-05-12T01:10:00.000Z","2015-05-12T01:11:00.000Z","AUDUSD","AUD/USD",0.7893,0.7891,0.7894,"2015-05-12T01:11:00.000Z"
426,"1431393000~USDJPY","2015-05-12T01:10:00.000Z","2015-05-12T01:11:00.000Z","USDJPY","USD/JPY",120.086,120.086,120.088,"2015-05-12T01:11:00.000Z"
427,"1431393120~EURUSD","2015-05-12T01:12:00.000Z","2015-05-12T01:12:05.000Z","EURUSD","EUR/USD",1.1145,1.1144,1.1145,"2015-05-12T01:12:05.000Z"
428,"1431393120~EURUSD","2015-05-12T01:12:00.000Z","2015-05-12T01:12:05.000Z","EURUSD","EUR/USD",1.1145,1.1144,1.1145,"2015-05-12T01:12:05.000Z"
429,"1431393120~GBPUSD","2015-05-12T01:12:00.000Z","2015-05-12T01:12:05.000Z","GBPUSD","GBP/USD",1.5574,1.5571,1.5576,"2015-05-12T01:12:05.000Z"
430,"1431393120~AUDUSD","2015-05-12T01:12:00.000Z","2015-05-12T01:12:05.000Z","AUDUSD","AUD/USD",0.7893,0.7891,0.7894,"2015-05-12T01:12:05.000Z"
431,"1431393120~USDJPY","2015-05-12T01:12:00.000Z","2015-05-12T01:12:05.000Z","USDJPY","USD/JPY",120.085,120.085,120.1,"2015-05-12T01:12:05.000Z"
432,"1431393420~EURUSD","2015-05-12T01:17:00.000Z","2015-05-12T01:17:11.000Z","EURUSD","EUR/USD",1.1143,1.1142,1.1143,"2015-05-12T01:17:11.000Z"
433,"1431393420~EURUSD","2015-05-12T01:17:00.000Z","2015-05-12T01:17:11.000Z","EURUSD","EUR/USD",1.1143,1.1142,1.1143,"2015-05-12T01:17:11.000Z"
434,"1431393420~GBPUSD","2015-05-12T01:17:00.000Z","2015-05-12T01:17:11.000Z","GBPUSD","GBP/USD",1.5571,1.557,1.5571,"2015-05-12T01:17:11.000Z"
435,"1431393420~AUDUSD","2015-05-12T01:17:00.000Z","2015-05-12T01:17:11.000Z","AUDUSD","AUD/USD",0.7893,0.7891,0.7894,"2015-05-12T01:17:11.000Z"
436,"1431393420~USDJPY","2015-05-12T01:17:00.000Z","2015-05-12T01:17:11.000Z","USDJPY","USD/JPY",120.104,120.104,120.107,"2015-05-12T01:17:11.000Z"
437,"1431393480~EURUSD","2015-05-12T01:18:00.000Z","2015-05-12T01:18:16.000Z","EURUSD","EUR/USD",1.1142,1.1141,1.1144,"2015-05-12T01:18:16.000Z"
438,"1431393480~EURUSD","2015-05-12T01:18:00.000Z","2015-05-12T01:18:16.000Z","EURUSD","EUR/USD",1.1142,1.1141,1.1144,"2015-05-12T01:18:16.000Z"
439,"1431393480~GBPUSD","2015-05-12T01:18:00.000Z","2015-05-12T01:18:16.000Z","GBPUSD","GBP/USD",1.557,1.557,1.5571,"2015-05-12T01:18:16.000Z"
440,"1431393480~AUDUSD","2015-05-12T01:18:00.000Z","2015-05-12T01:18:16.000Z","AUDUSD","AUD/USD",0.7895,0.7894,0.7895,"2015-05-12T01:18:16.000Z"
441,"1431393480~USDJPY","2015-05-12T01:18:00.000Z","2015-05-12T01:18:16.000Z","USDJPY","USD/JPY",120.105,120.105,120.12,"2015-05-12T01:18:16.000Z"
442,"1431393540~EURUSD","2015-05-12T01:19:00.000Z","2015-05-12T01:19:22.000Z","EURUSD","EUR/USD",1.1143,1.1142,1.1144,"2015-05-12T01:19:22.000Z"
443,"1431393540~EURUSD","2015-05-12T01:19:00.000Z","2015-05-12T01:19:22.000Z","EURUSD","EUR/USD",1.1143,1.1142,1.1144,"2015-05-12T01:19:22.000Z"
444,"1431393540~GBPUSD","2015-05-12T01:19:00.000Z","2015-05-12T01:19:22.000Z","GBPUSD","GBP/USD",1.5572,1.5569,1.5574,"2015-05-12T01:19:22.000Z"
445,"1431393540~AUDUSD","2015-05-12T01:19:00.000Z","2015-05-12T01:19:22.000Z","AUDUSD","AUD/USD",0.7896,0.7894,0.7898,"2015-05-12T01:19:22.000Z"
446,"1431393540~USDJPY","2015-05-12T01:19:00.000Z","2015-05-12T01:19:22.000Z","USDJPY","USD/JPY",120.108,120.108,120.111,"2015-05-12T01:19:22.000Z"
447,"1431393600~EURUSD","2015-05-12T01:20:00.000Z","2015-05-12T01:20:27.000Z","EURUSD","EUR/USD",1.1142,1.1141,1.1144,"2015-05-12T01:20:27.000Z"
448,"1431393600~EURUSD","2015-05-12T01:20:00.000Z","2015-05-12T01:20:27.000Z","EURUSD","EUR/USD",1.1142,1.1141,1.1144,"2015-05-12T01:20:27.000Z"
449,"1431393600~GBPUSD","2015-05-12T01:20:00.000Z","2015-05-12T01:20:27.000Z","GBPUSD","GBP/USD",1.5572,1.5569,1.5574,"2015-05-12T01:20:27.000Z"
450,"1431393600~AUDUSD","2015-05-12T01:20:00.000Z","2015-05-12T01:20:27.000Z","AUDUSD","AUD/USD",0.7894,0.7892,0.7896,"2015-05-12T01:20:27.000Z"
451,"1431393600~USDJPY","2015-05-12T01:20:00.000Z","2015-05-12T01:20:27.000Z","USDJPY","USD/JPY",120.11,120.11,120.113,"2015-05-12T01:20:27.000Z"
452,"1431393660~EURUSD","2015-05-12T01:21:00.000Z","2015-05-12T01:21:42.000Z","EURUSD","EUR/USD",1.1138,1.1138,1.1139,"2015-05-12T01:21:42.000Z"
453,"1431393660~EURUSD","2015-05-12T01:21:00.000Z","2015-05-12T01:21:42.000Z","EURUSD","EUR/USD",1.1138,1.1138,1.1139,"2015-05-12T01:21:42.000Z"
454,"1431393660~GBPUSD","2015-05-12T01:21:00.000Z","2015-05-12T01:21:42.000Z","GBPUSD","GBP/USD",1.5567,1.5566,1.5568,"2015-05-12T01:21:42.000Z"
455,"1431393660~AUDUSD","2015-05-12T01:21:00.000Z","2015-05-12T01:21:42.000Z","AUDUSD","AUD/USD",0.7889,0.7887,0.789,"2015-05-12T01:21:42.000Z"
456,"1431393660~USDJPY","2015-05-12T01:21:00.000Z","2015-05-12T01:21:42.000Z","USDJPY","USD/JPY",120.11,120.11,120.114,"2015-05-12T01:21:42.000Z"
457,"1431393720~EURUSD","2015-05-12T01:22:00.000Z","2015-05-12T01:22:47.000Z","EURUSD","EUR/USD",1.1138,1.1138,1.1139,"2015-05-12T01:22:47.000Z"
458,"1431393720~EURUSD","2015-05-12T01:22:00.000Z","2015-05-12T01:22:47.000Z","EURUSD","EUR/USD",1.1138,1.1138,1.1139,"2015-05-12T01:22:47.000Z"
459,"1431393720~GBPUSD","2015-05-12T01:22:00.000Z","2015-05-12T01:22:47.000Z","GBPUSD","GBP/USD",1.5568,1.5568,1.5569,"2015-05-12T01:22:47.000Z"
460,"1431393720~AUDUSD","2015-05-12T01:22:00.000Z","2015-05-12T01:22:47.000Z","AUDUSD","AUD/USD",0.7889,0.7887,0.789,"2015-05-12T01:22:47.000Z"
461,"1431393720~USDJPY","2015-05-12T01:22:00.000Z","2015-05-12T01:22:47.000Z","USDJPY","USD/JPY",120.121,120.121,120.123,"2015-05-12T01:22:47.000Z"
462,"1431393780~EURUSD","2015-05-12T01:23:00.000Z","2015-05-12T01:23:52.000Z","EURUSD","EUR/USD",1.1138,1.1137,1.1138,"2015-05-12T01:23:52.000Z"
463,"1431393780~EURUSD","2015-05-12T01:23:00.000Z","2015-05-12T01:23:52.000Z","EURUSD","EUR/USD",1.1138,1.1137,1.1138,"2015-05-12T01:23:52.000Z"
464,"1431393780~GBPUSD","2015-05-12T01:23:00.000Z","2015-05-12T01:23:52.000Z","GBPUSD","GBP/USD",1.5569,1.5569,1.557,"2015-05-12T01:23:52.000Z"
465,"1431393780~AUDUSD","2015-05-12T01:23:00.000Z","2015-05-12T01:23:52.000Z","AUDUSD","AUD/USD",0.789,0.789,0.7891,"2015-05-12T01:23:52.000Z"
466,"1431393780~USDJPY","2015-05-12T01:23:00.000Z","2015-05-12T01:23:52.000Z","USDJPY","USD/JPY",120.123,120.123,120.126,"2015-05-12T01:23:52.000Z"
467,"1431393840~EURUSD","2015-05-12T01:24:00.000Z","2015-05-12T01:24:58.000Z","EURUSD","EUR/USD",1.1137,1.1136,1.1137,"2015-05-12T01:24:58.000Z"
468,"1431393840~EURUSD","2015-05-12T01:24:00.000Z","2015-05-12T01:24:58.000Z","EURUSD","EUR/USD",1.1137,1.1136,1.1137,"2015-05-12T01:24:58.000Z"
469,"1431393840~GBPUSD","2015-05-12T01:24:00.000Z","2015-05-12T01:24:58.000Z","GBPUSD","GBP/USD",1.5569,1.5568,1.557,"2015-05-12T01:24:58.000Z"
470,"1431393840~AUDUSD","2015-05-12T01:24:00.000Z","2015-05-12T01:24:58.000Z","AUDUSD","AUD/USD",0.7889,0.7886,0.789,"2015-05-12T01:24:58.000Z"
471,"1431393840~USDJPY","2015-05-12T01:24:00.000Z","2015-05-12T01:24:58.000Z","USDJPY","USD/JPY",120.13,120.13,120.14,"2015-05-12T01:24:58.000Z"
472,"1431393960~EURUSD","2015-05-12T01:26:00.000Z","2015-05-12T01:26:03.000Z","EURUSD","EUR/USD",1.1139,1.1137,1.1141,"2015-05-12T01:26:03.000Z"
473,"1431393960~EURUSD","2015-05-12T01:26:00.000Z","2015-05-12T01:26:03.000Z","EURUSD","EUR/USD",1.1139,1.1137,1.1141,"2015-05-12T01:26:03.000Z"
474,"1431393960~GBPUSD","2015-05-12T01:26:00.000Z","2015-05-12T01:26:03.000Z","GBPUSD","GBP/USD",1.5571,1.557,1.5572,"2015-05-12T01:26:03.000Z"
475,"1431393960~AUDUSD","2015-05-12T01:26:00.000Z","2015-05-12T01:26:03.000Z","AUDUSD","AUD/USD",0.7889,0.7887,0.789,"2015-05-12T01:26:03.000Z"
476,"1431393960~USDJPY","2015-05-12T01:26:00.000Z","2015-05-12T01:26:03.000Z","USDJPY","USD/JPY",120.133,120.133,120.137,"2015-05-12T01:26:03.000Z"
477,"1431394020~EURUSD","2015-05-12T01:27:00.000Z","2015-05-12T01:27:09.000Z","EURUSD","EUR/USD",1.1139,1.1138,1.1139,"2015-05-12T01:27:09.000Z"
478,"1431394020~EURUSD","2015-05-12T01:27:00.000Z","2015-05-12T01:27:09.000Z","EURUSD","EUR/USD",1.1139,1.1138,1.1139,"2015-05-12T01:27:09.000Z"
479,"1431394020~GBPUSD","2015-05-12T01:27:00.000Z","2015-05-12T01:27:09.000Z","GBPUSD","GBP/USD",1.5571,1.557,1.5572,"2015-05-12T01:27:09.000Z"
480,"1431394020~AUDUSD","2015-05-12T01:27:00.000Z","2015-05-12T01:27:09.000Z","AUDUSD","AUD/USD",0.789,0.789,0.789,"2015-05-12T01:27:09.000Z"
481,"1431394020~USDJPY","2015-05-12T01:27:00.000Z","2015-05-12T01:27:09.000Z","USDJPY","USD/JPY",120.135,120.135,120.14,"2015-05-12T01:27:09.000Z"
482,"1431394080~EURUSD","2015-05-12T01:28:00.000Z","2015-05-12T01:28:14.000Z","EURUSD","EUR/USD",1.1139,1.1138,1.1139,"2015-05-12T01:28:14.000Z"
483,"1431394080~EURUSD","2015-05-12T01:28:00.000Z","2015-05-12T01:28:14.000Z","EURUSD","EUR/USD",1.1139,1.1138,1.1139,"2015-05-12T01:28:14.000Z"
484,"1431394080~GBPUSD","2015-05-12T01:28:00.000Z","2015-05-12T01:28:14.000Z","GBPUSD","GBP/USD",1.557,1.5569,1.5572,"2015-05-12T01:28:14.000Z"
485,"1431394080~AUDUSD","2015-05-12T01:28:00.000Z","2015-05-12T01:28:14.000Z","AUDUSD","AUD/USD",0.7891,0.7889,0.7892,"2015-05-12T01:28:14.000Z"
486,"1431394080~USDJPY","2015-05-12T01:28:00.000Z","2015-05-12T01:28:14.000Z","USDJPY","USD/JPY",120.127,120.127,120.13,"2015-05-12T01:28:14.000Z"
487,"1431394140~EURUSD","2015-05-12T01:29:00.000Z","2015-05-12T01:29:20.000Z","EURUSD","EUR/USD",1.114,1.1138,1.1142,"2015-05-12T01:29:20.000Z"
488,"1431394140~EURUSD","2015-05-12T01:29:00.000Z","2015-05-12T01:29:20.000Z","EURUSD","EUR/USD",1.114,1.1138,1.1142,"2015-05-12T01:29:20.000Z"
489,"1431394140~GBPUSD","2015-05-12T01:29:00.000Z","2015-05-12T01:29:20.000Z","GBPUSD","GBP/USD",1.5572,1.5571,1.5572,"2015-05-12T01:29:20.000Z"
490,"1431394140~AUDUSD","2015-05-12T01:29:00.000Z","2015-05-12T01:29:20.000Z","AUDUSD","AUD/USD",0.7892,0.7891,0.7894,"2015-05-12T01:29:20.000Z"
491,"1431394140~USDJPY","2015-05-12T01:29:00.000Z","2015-05-12T01:29:20.000Z","USDJPY","USD/JPY",120.14,120.14,120.16,"2015-05-12T01:29:20.000Z"
492,"1431394200~EURUSD","2015-05-12T01:30:00.000Z","2015-05-12T01:30:25.000Z","EURUSD","EUR/USD",1.1138,1.1137,1.114,"2015-05-12T01:30:25.000Z"
493,"1431394200~EURUSD","2015-05-12T01:30:00.000Z","2015-05-12T01:30:25.000Z","EURUSD","EUR/USD",1.1138,1.1137,1.114,"2015-05-12T01:30:25.000Z"
494,"1431394200~GBPUSD","2015-05-12T01:30:00.000Z","2015-05-12T01:30:25.000Z","GBPUSD","GBP/USD",1.5572,1.557,1.5574,"2015-05-12T01:30:25.000Z"
495,"1431394200~AUDUSD","2015-05-12T01:30:00.000Z","2015-05-12T01:30:25.000Z","AUDUSD","AUD/USD",0.7892,0.7891,0.7894,"2015-05-12T01:30:25.000Z"
496,"1431394200~USDJPY","2015-05-12T01:30:00.000Z","2015-05-12T01:30:25.000Z","USDJPY","USD/JPY",120.133,120.133,120.137,"2015-05-12T01:30:25.000Z"
497,"1431394320~EURUSD","2015-05-12T01:32:00.000Z","2015-05-12T01:32:24.000Z","EURUSD","EUR/USD",1.1138,1.1137,1.114,"2015-05-12T01:32:24.000Z"
498,"1431394320~EURUSD","2015-05-12T01:32:00.000Z","2015-05-12T01:32:24.000Z","EURUSD","EUR/USD",1.1138,1.1137,1.114,"2015-05-12T01:32:24.000Z"
499,"1431394320~GBPUSD","2015-05-12T01:32:00.000Z","2015-05-12T01:32:24.000Z","GBPUSD","GBP/USD",1.5572,1.5571,1.5572,"2015-05-12T01:32:24.000Z"
500,"1431394320~AUDUSD","2015-05-12T01:32:00.000Z","2015-05-12T01:32:24.000Z","AUDUSD","AUD/USD",0.7897,0.7897,0.7898,"2015-05-12T01:32:24.000Z"
501,"1431394320~USDJPY","2015-05-12T01:32:00.000Z","2015-05-12T01:32:24.000Z","USDJPY","USD/JPY",120.151,120.151,120.154,"2015-05-12T01:32:24.000Z"
502,"1431394380~EURUSD","2015-05-12T01:33:00.000Z","2015-05-12T01:33:29.000Z","EURUSD","EUR/USD",1.1139,1.1139,1.1139,"2015-05-12T01:33:29.000Z"
503,"1431394380~EURUSD","2015-05-12T01:33:00.000Z","2015-05-12T01:33:29.000Z","EURUSD","EUR/USD",1.1139,1.1139,1.1139,"2015-05-12T01:33:29.000Z"
504,"1431394380~GBPUSD","2015-05-12T01:33:00.000Z","2015-05-12T01:33:29.000Z","GBPUSD","GBP/USD",1.5571,1.5571,1.5572,"2015-05-12T01:33:29.000Z"
505,"1431394380~AUDUSD","2015-05-12T01:33:00.000Z","2015-05-12T01:33:29.000Z","AUDUSD","AUD/USD",0.7896,0.7895,0.7898,"2015-05-12T01:33:29.000Z"
506,"1431394380~USDJPY","2015-05-12T01:33:00.000Z","2015-05-12T01:33:29.000Z","USDJPY","USD/JPY",120.162,120.162,120.165,"2015-05-12T01:33:29.000Z"
507,"1431394440~EURUSD","2015-05-12T01:34:00.000Z","2015-05-12T01:34:35.000Z","EURUSD","EUR/USD",1.114,1.114,1.114,"2015-05-12T01:34:35.000Z"
508,"1431394440~EURUSD","2015-05-12T01:34:00.000Z","2015-05-12T01:34:35.000Z","EURUSD","EUR/USD",1.114,1.114,1.114,"2015-05-12T01:34:35.000Z"
509,"1431394440~GBPUSD","2015-05-12T01:34:00.000Z","2015-05-12T01:34:35.000Z","GBPUSD","GBP/USD",1.557,1.557,1.5571,"2015-05-12T01:34:35.000Z"
510,"1431394440~AUDUSD","2015-05-12T01:34:00.000Z","2015-05-12T01:34:35.000Z","AUDUSD","AUD/USD",0.7897,0.7895,0.7898,"2015-05-12T01:34:35.000Z"
511,"1431394440~USDJPY","2015-05-12T01:34:00.000Z","2015-05-12T01:34:35.000Z","USDJPY","USD/JPY",120.158,120.158,120.16,"2015-05-12T01:34:35.000Z"
512,"1431394500~EURUSD","2015-05-12T01:35:00.000Z","2015-05-12T01:35:41.000Z","EURUSD","EUR/USD",1.114,1.1138,1.1142,"2015-05-12T01:35:41.000Z"
513,"1431394500~EURUSD","2015-05-12T01:35:00.000Z","2015-05-12T01:35:41.000Z","EURUSD","EUR/USD",1.114,1.1138,1.1142,"2015-05-12T01:35:41.000Z"
514,"1431394500~GBPUSD","2015-05-12T01:35:00.000Z","2015-05-12T01:35:41.000Z","GBPUSD","GBP/USD",1.5568,1.5566,1.557,"2015-05-12T01:35:41.000Z"
515,"1431394500~AUDUSD","2015-05-12T01:35:00.000Z","2015-05-12T01:35:41.000Z","AUDUSD","AUD/USD",0.7898,0.7897,0.7898,"2015-05-12T01:35:41.000Z"
516,"1431394500~USDJPY","2015-05-12T01:35:00.000Z","2015-05-12T01:35:41.000Z","USDJPY","USD/JPY",120.159,120.159,120.162,"2015-05-12T01:35:41.000Z"
517,"1431394560~EURUSD","2015-05-12T01:36:00.000Z","2015-05-12T01:36:46.000Z","EURUSD","EUR/USD",1.1138,1.1137,1.1138,"2015-05-12T01:36:46.000Z"
518,"1431394560~EURUSD","2015-05-12T01:36:00.000Z","2015-05-12T01:36:46.000Z","EURUSD","EUR/USD",1.1138,1.1137,1.1138,"2015-05-12T01:36:46.000Z"
519,"1431394560~GBPUSD","2015-05-12T01:36:00.000Z","2015-05-12T01:36:46.000Z","GBPUSD","GBP/USD",1.5569,1.5567,1.5572,"2015-05-12T01:36:46.000Z"
520,"1431394560~AUDUSD","2015-05-12T01:36:00.000Z","2015-05-12T01:36:46.000Z","AUDUSD","AUD/USD",0.7897,0.7894,0.79,"2015-05-12T01:36:46.000Z"
521,"1431394560~USDJPY","2015-05-12T01:36:00.000Z","2015-05-12T01:36:46.000Z","USDJPY","USD/JPY",120.161,120.161,120.164,"2015-05-12T01:36:46.000Z"
522,"1431394620~EURUSD","2015-05-12T01:37:00.000Z","2015-05-12T01:37:51.000Z","EURUSD","EUR/USD",1.1138,1.1137,1.114,"2015-05-12T01:37:51.000Z"
523,"1431394620~EURUSD","2015-05-12T01:37:00.000Z","2015-05-12T01:37:51.000Z","EURUSD","EUR/USD",1.1138,1.1137,1.114,"2015-05-12T01:37:51.000Z"
