"id","nk","date","createdAt","code","name","rate","bid","ask","updatedAt"
720,"1431568320~AUDUSD","2015-05-14T01:52:00.000Z","2015-05-14T01:52:17.000Z","AUDUSD","AUD/USD",0.8151,0.8149,0.8152,"2015-05-14T01:52:17.000Z"
721,"1431568320~USDJPY","2015-05-14T01:52:00.000Z","2015-05-14T01:52:17.000Z","USDJPY","USD/JPY",119.213,119.213,119.216,"2015-05-14T01:52:17.000Z"
722,"1431568380~EURUSD","2015-05-14T01:53:00.000Z","2015-05-14T01:53:18.000Z","EURUSD","EUR/USD",1.1353,1.1353,1.1354,"2015-05-14T01:53:18.000Z"
723,"1431568380~EURUSD","2015-05-14T01:53:00.000Z","2015-05-14T01:53:18.000Z","EURUSD","EUR/USD",1.1353,1.1353,1.1354,"2015-05-14T01:53:18.000Z"
724,"1431568380~GBPUSD","2015-05-14T01:53:00.000Z","2015-05-14T01:53:18.000Z","GBPUSD","GBP/USD",1.5744,1.5743,1.5745,"2015-05-14T01:53:18.000Z"
725,"1431568380~AUDUSD","2015-05-14T01:53:00.000Z","2015-05-14T01:53:18.000Z","AUDUSD","AUD/USD",0.8146,0.8144,0.8148,"2015-05-14T01:53:18.000Z"
726,"1431568380~USDJPY","2015-05-14T01:53:00.000Z","2015-05-14T01:53:18.000Z","USDJPY","USD/JPY",119.221,119.221,119.224,"2015-05-14T01:53:18.000Z"
727,"1431568440~EURUSD","2015-05-14T01:54:00.000Z","2015-05-14T01:54:24.000Z","EURUSD","EUR/USD",1.1353,1.1353,1.1353,"2015-05-14T01:54:24.000Z"
728,"1431568440~EURUSD","2015-05-14T01:54:00.000Z","2015-05-14T01:54:24.000Z","EURUSD","EUR/USD",1.1353,1.1353,1.1353,"2015-05-14T01:54:24.000Z"
729,"1431568440~GBPUSD","2015-05-14T01:54:00.000Z","2015-05-14T01:54:24.000Z","GBPUSD","GBP/USD",1.5744,1.5743,1.5745,"2015-05-14T01:54:24.000Z"
730,"1431568440~AUDUSD","2015-05-14T01:54:00.000Z","2015-05-14T01:54:24.000Z","AUDUSD","AUD/USD",0.8147,0.8146,0.8147,"2015-05-14T01:54:24.000Z"
731,"1431568440~USDJPY","2015-05-14T01:54:00.000Z","2015-05-14T01:54:24.000Z","USDJPY","USD/JPY",119.215,119.215,119.217,"2015-05-14T01:54:24.000Z"
732,"1431568500~EURUSD","2015-05-14T01:55:00.000Z","2015-05-14T01:55:29.000Z","EURUSD","EUR/USD",1.1351,1.1351,1.1352,"2015-05-14T01:55:29.000Z"
733,"1431568500~EURUSD","2015-05-14T01:55:00.000Z","2015-05-14T01:55:29.000Z","EURUSD","EUR/USD",1.1351,1.1351,1.1352,"2015-05-14T01:55:29.000Z"
734,"1431568500~GBPUSD","2015-05-14T01:55:00.000Z","2015-05-14T01:55:29.000Z","GBPUSD","GBP/USD",1.5743,1.5741,1.5746,"2015-05-14T01:55:29.000Z"
735,"1431568500~AUDUSD","2015-05-14T01:55:00.000Z","2015-05-14T01:55:29.000Z","AUDUSD","AUD/USD",0.8146,0.8143,0.8148,"2015-05-14T01:55:29.000Z"
736,"1431568500~USDJPY","2015-05-14T01:55:00.000Z","2015-05-14T01:55:29.000Z","USDJPY","USD/JPY",119.205,119.205,119.23,"2015-05-14T01:55:29.000Z"
737,"1431568560~EURUSD","2015-05-14T01:56:00.000Z","2015-05-14T01:56:34.000Z","EURUSD","EUR/USD",1.1351,1.1349,1.1354,"2015-05-14T01:56:34.000Z"
738,"1431568560~EURUSD","2015-05-14T01:56:00.000Z","2015-05-14T01:56:34.000Z","EURUSD","EUR/USD",1.1351,1.1349,1.1354,"2015-05-14T01:56:34.000Z"
739,"1431568560~GBPUSD","2015-05-14T01:56:00.000Z","2015-05-14T01:56:34.000Z","GBPUSD","GBP/USD",1.5742,1.5742,1.5743,"2015-05-14T01:56:34.000Z"
740,"1431568560~AUDUSD","2015-05-14T01:56:00.000Z","2015-05-14T01:56:34.000Z","AUDUSD","AUD/USD",0.8145,0.8144,0.8146,"2015-05-14T01:56:34.000Z"
741,"1431568560~USDJPY","2015-05-14T01:56:00.000Z","2015-05-14T01:56:34.000Z","USDJPY","USD/JPY",119.217,119.217,119.221,"2015-05-14T01:56:34.000Z"
742,"1431568620~EURUSD","2015-05-14T01:57:00.000Z","2015-05-14T01:57:40.000Z","EURUSD","EUR/USD",1.1352,1.1352,1.1353,"2015-05-14T01:57:40.000Z"
743,"1431568620~EURUSD","2015-05-14T01:57:00.000Z","2015-05-14T01:57:40.000Z","EURUSD","EUR/USD",1.1352,1.1352,1.1353,"2015-05-14T01:57:40.000Z"
744,"1431568620~GBPUSD","2015-05-14T01:57:00.000Z","2015-05-14T01:57:40.000Z","GBPUSD","GBP/USD",1.5743,1.5742,1.5744,"2015-05-14T01:57:40.000Z"
745,"1431568620~AUDUSD","2015-05-14T01:57:00.000Z","2015-05-14T01:57:40.000Z","AUDUSD","AUD/USD",0.8149,0.8147,0.815,"2015-05-14T01:57:40.000Z"
746,"1431568620~USDJPY","2015-05-14T01:57:00.000Z","2015-05-14T01:57:40.000Z","USDJPY","USD/JPY",119.205,119.205,119.22,"2015-05-14T01:57:40.000Z"
747,"1431568680~EURUSD","2015-05-14T01:58:00.000Z","2015-05-14T01:58:45.000Z","EURUSD","EUR/USD",1.1355,1.1353,1.1356,"2015-05-14T01:58:45.000Z"
748,"1431568680~EURUSD","2015-05-14T01:58:00.000Z","2015-05-14T01:58:45.000Z","EURUSD","EUR/USD",1.1355,1.1353,1.1356,"2015-05-14T01:58:45.000Z"
749,"1431568680~GBPUSD","2015-05-14T01:58:00.000Z","2015-05-14T01:58:45.000Z","GBPUSD","GBP/USD",1.5744,1.5743,1.5745,"2015-05-14T01:58:45.000Z"
750,"1431568680~AUDUSD","2015-05-14T01:58:00.000Z","2015-05-14T01:58:45.000Z","AUDUSD","AUD/USD",0.815,0.815,0.8151,"2015-05-14T01:58:45.000Z"
751,"1431568680~USDJPY","2015-05-14T01:58:00.000Z","2015-05-14T01:58:45.000Z","USDJPY","USD/JPY",119.205,119.205,119.22,"2015-05-14T01:58:45.000Z"
752,"1431568740~EURUSD","2015-05-14T01:59:00.000Z","2015-05-14T01:59:50.000Z","EURUSD","EUR/USD",1.1355,1.1354,1.1356,"2015-05-14T01:59:50.000Z"
753,"1431568740~EURUSD","2015-05-14T01:59:00.000Z","2015-05-14T01:59:50.000Z","EURUSD","EUR/USD",1.1355,1.1354,1.1356,"2015-05-14T01:59:50.000Z"
754,"1431568740~GBPUSD","2015-05-14T01:59:00.000Z","2015-05-14T01:59:50.000Z","GBPUSD","GBP/USD",1.5745,1.5744,1.5745,"2015-05-14T01:59:50.000Z"
755,"1431568740~AUDUSD","2015-05-14T01:59:00.000Z","2015-05-14T01:59:50.000Z","AUDUSD","AUD/USD",0.8151,0.815,0.8151,"2015-05-14T01:59:50.000Z"
756,"1431568740~USDJPY","2015-05-14T01:59:00.000Z","2015-05-14T01:59:50.000Z","USDJPY","USD/JPY",119.216,119.216,119.22,"2015-05-14T01:59:50.000Z"
757,"1431568800~EURUSD","2015-05-14T02:00:00.000Z","2015-05-14T02:00:45.000Z","EURUSD","EUR/USD",1.1363,1.1361,1.1364,"2015-05-14T02:00:45.000Z"
758,"1431568800~EURUSD","2015-05-14T02:00:00.000Z","2015-05-14T02:00:45.000Z","EURUSD","EUR/USD",1.1363,1.1361,1.1364,"2015-05-14T02:00:45.000Z"
759,"1431568800~GBPUSD","2015-05-14T02:00:00.000Z","2015-05-14T02:00:45.000Z","GBPUSD","GBP/USD",1.5746,1.5744,1.5748,"2015-05-14T02:00:45.000Z"
760,"1431568800~AUDUSD","2015-05-14T02:00:00.000Z","2015-05-14T02:00:45.000Z","AUDUSD","AUD/USD",0.8153,0.8151,0.8154,"2015-05-14T02:00:45.000Z"
761,"1431568800~USDJPY","2015-05-14T02:00:00.000Z","2015-05-14T02:00:45.000Z","USDJPY","USD/JPY",119.205,119.205,119.22,"2015-05-14T02:00:45.000Z"
762,"1431568860~EURUSD","2015-05-14T02:01:00.000Z","2015-05-14T02:01:50.000Z","EURUSD","EUR/USD",1.1358,1.1356,1.136,"2015-05-14T02:01:50.000Z"
763,"1431568860~EURUSD","2015-05-14T02:01:00.000Z","2015-05-14T02:01:50.000Z","EURUSD","EUR/USD",1.1358,1.1356,1.136,"2015-05-14T02:01:50.000Z"
764,"1431568860~GBPUSD","2015-05-14T02:01:00.000Z","2015-05-14T02:01:50.000Z","GBPUSD","GBP/USD",1.5746,1.5744,1.5748,"2015-05-14T02:01:50.000Z"
765,"1431568860~AUDUSD","2015-05-14T02:01:00.000Z","2015-05-14T02:01:50.000Z","AUDUSD","AUD/USD",0.8147,0.8146,0.8147,"2015-05-14T02:01:50.000Z"
766,"1431568860~USDJPY","2015-05-14T02:01:00.000Z","2015-05-14T02:01:50.000Z","USDJPY","USD/JPY",119.205,119.205,119.22,"2015-05-14T02:01:50.000Z"
767,"1431568920~EURUSD","2015-05-14T02:02:00.000Z","2015-05-14T02:02:56.000Z","EURUSD","EUR/USD",1.1359,1.1357,1.1361,"2015-05-14T02:02:56.000Z"
768,"1431568920~EURUSD","2015-05-14T02:02:00.000Z","2015-05-14T02:02:56.000Z","EURUSD","EUR/USD",1.1359,1.1357,1.1361,"2015-05-14T02:02:56.000Z"
769,"1431568920~GBPUSD","2015-05-14T02:02:00.000Z","2015-05-14T02:02:56.000Z","GBPUSD","GBP/USD",1.5745,1.5744,1.5746,"2015-05-14T02:02:56.000Z"
770,"1431568920~AUDUSD","2015-05-14T02:02:00.000Z","2015-05-14T02:02:56.000Z","AUDUSD","AUD/USD",0.8144,0.8143,0.8146,"2015-05-14T02:02:56.000Z"
771,"1431568920~USDJPY","2015-05-14T02:02:00.000Z","2015-05-14T02:02:56.000Z","USDJPY","USD/JPY",119.205,119.205,119.23,"2015-05-14T02:02:56.000Z"
772,"1431569040~EURUSD","2015-05-14T02:04:00.000Z","2015-05-14T02:04:01.000Z","EURUSD","EUR/USD",1.1362,1.1361,1.1362,"2015-05-14T02:04:01.000Z"
773,"1431569040~EURUSD","2015-05-14T02:04:00.000Z","2015-05-14T02:04:01.000Z","EURUSD","EUR/USD",1.1362,1.1361,1.1362,"2015-05-14T02:04:01.000Z"
774,"1431569040~GBPUSD","2015-05-14T02:04:00.000Z","2015-05-14T02:04:01.000Z","GBPUSD","GBP/USD",1.5747,1.5746,1.5747,"2015-05-14T02:04:01.000Z"
775,"1431569040~AUDUSD","2015-05-14T02:04:00.000Z","2015-05-14T02:04:01.000Z","AUDUSD","AUD/USD",0.8146,0.8145,0.8146,"2015-05-14T02:04:01.000Z"
776,"1431569040~USDJPY","2015-05-14T02:04:00.000Z","2015-05-14T02:04:01.000Z","USDJPY","USD/JPY",119.186,119.186,119.189,"2015-05-14T02:04:01.000Z"
777,"1431569040~EURUSD","2015-05-14T02:04:00.000Z","2015-05-14T02:04:29.000Z","EURUSD","EUR/USD",1.1363,1.1363,1.1364,"2015-05-14T02:04:29.000Z"
778,"1431569040~EURUSD","2015-05-14T02:04:00.000Z","2015-05-14T02:04:29.000Z","EURUSD","EUR/USD",1.1363,1.1363,1.1364,"2015-05-14T02:04:29.000Z"
779,"1431569040~GBPUSD","2015-05-14T02:04:00.000Z","2015-05-14T02:04:29.000Z","GBPUSD","GBP/USD",1.5747,1.5746,1.5747,"2015-05-14T02:04:29.000Z"
780,"1431569040~AUDUSD","2015-05-14T02:04:00.000Z","2015-05-14T02:04:29.000Z","AUDUSD","AUD/USD",0.8146,0.8145,0.8146,"2015-05-14T02:04:29.000Z"
781,"1431569040~USDJPY","2015-05-14T02:04:00.000Z","2015-05-14T02:04:29.000Z","USDJPY","USD/JPY",119.18,119.18,119.184,"2015-05-14T02:04:29.000Z"
782,"1431569100~EURUSD","2015-05-14T02:05:00.000Z","2015-05-14T02:05:34.000Z","EURUSD","EUR/USD",1.1365,1.1363,1.1366,"2015-05-14T02:05:34.000Z"
783,"1431569100~EURUSD","2015-05-14T02:05:00.000Z","2015-05-14T02:05:34.000Z","EURUSD","EUR/USD",1.1365,1.1363,1.1366,"2015-05-14T02:05:34.000Z"
784,"1431569100~GBPUSD","2015-05-14T02:05:00.000Z","2015-05-14T02:05:34.000Z","GBPUSD","GBP/USD",1.5747,1.5747,1.5748,"2015-05-14T02:05:34.000Z"
785,"1431569100~AUDUSD","2015-05-14T02:05:00.000Z","2015-05-14T02:05:34.000Z","AUDUSD","AUD/USD",0.8145,0.8145,0.8146,"2015-05-14T02:05:34.000Z"
786,"1431569100~USDJPY","2015-05-14T02:05:00.000Z","2015-05-14T02:05:34.000Z","USDJPY","USD/JPY",119.185,119.185,119.2,"2015-05-14T02:05:34.000Z"
787,"1431569160~EURUSD","2015-05-14T02:06:00.000Z","2015-05-14T02:06:39.000Z","EURUSD","EUR/USD",1.1365,1.1364,1.1365,"2015-05-14T02:06:39.000Z"
788,"1431569160~EURUSD","2015-05-14T02:06:00.000Z","2015-05-14T02:06:39.000Z","EURUSD","EUR/USD",1.1365,1.1364,1.1365,"2015-05-14T02:06:39.000Z"
789,"1431569160~GBPUSD","2015-05-14T02:06:00.000Z","2015-05-14T02:06:39.000Z","GBPUSD","GBP/USD",1.5747,1.5747,1.5748,"2015-05-14T02:06:39.000Z"
790,"1431569160~AUDUSD","2015-05-14T02:06:00.000Z","2015-05-14T02:06:39.000Z","AUDUSD","AUD/USD",0.8144,0.8142,0.8146,"2015-05-14T02:06:39.000Z"
791,"1431569160~USDJPY","2015-05-14T02:06:00.000Z","2015-05-14T02:06:39.000Z","USDJPY","USD/JPY",119.185,119.185,119.187,"2015-05-14T02:06:39.000Z"
792,"1431569220~EURUSD","2015-05-14T02:07:00.000Z","2015-05-14T02:07:46.000Z","EURUSD","EUR/USD",1.1364,1.1363,1.1364,"2015-05-14T02:07:46.000Z"
793,"1431569220~EURUSD","2015-05-14T02:07:00.000Z","2015-05-14T02:07:46.000Z","EURUSD","EUR/USD",1.1364,1.1363,1.1364,"2015-05-14T02:07:46.000Z"
794,"1431569220~GBPUSD","2015-05-14T02:07:00.000Z","2015-05-14T02:07:46.000Z","GBPUSD","GBP/USD",1.5748,1.5746,1.575,"2015-05-14T02:07:46.000Z"
795,"1431569220~AUDUSD","2015-05-14T02:07:00.000Z","2015-05-14T02:07:46.000Z","AUDUSD","AUD/USD",0.8145,0.8143,0.8146,"2015-05-14T02:07:46.000Z"
796,"1431569220~USDJPY","2015-05-14T02:07:00.000Z","2015-05-14T02:07:46.000Z","USDJPY","USD/JPY",119.187,119.187,119.189,"2015-05-14T02:07:46.000Z"
797,"1431744420~EURUSD","2015-05-16T02:47:00.000Z","2015-05-16T02:47:50.000Z","EURUSD","EUR/USD",1.139,1.129,1.149,"2015-05-16T02:47:50.000Z"
798,"1431744420~EURUSD","2015-05-16T02:47:00.000Z","2015-05-16T02:47:50.000Z","EURUSD","EUR/USD",1.139,1.129,1.149,"2015-05-16T02:47:50.000Z"
799,"1431744420~GBPUSD","2015-05-16T02:47:00.000Z","2015-05-16T02:47:50.000Z","GBPUSD","GBP/USD",1.5724,1.5722,1.5726,"2015-05-16T02:47:50.000Z"
800,"1431744420~AUDUSD","2015-05-16T02:47:00.000Z","2015-05-16T02:47:50.000Z","AUDUSD","AUD/USD",0.8037,0.8035,0.804,"2015-05-16T02:47:50.000Z"
801,"1431744420~USDJPY","2015-05-16T02:47:00.000Z","2015-05-16T02:47:50.000Z","USDJPY","USD/JPY",119.275,119.275,119.45,"2015-05-16T02:47:50.000Z"
802,"1431917280~EURUSD","2015-05-18T02:48:00.000Z","2015-05-18T02:48:16.000Z","EURUSD","EUR/USD",1.143,1.1428,1.1432,"2015-05-18T02:48:16.000Z"
803,"1431917280~EURUSD","2015-05-18T02:48:00.000Z","2015-05-18T02:48:16.000Z","EURUSD","EUR/USD",1.143,1.1428,1.1432,"2015-05-18T02:48:16.000Z"
804,"1431917280~GBPUSD","2015-05-18T02:48:00.000Z","2015-05-18T02:48:16.000Z","GBPUSD","GBP/USD",1.5719,1.5718,1.5719,"2015-05-18T02:48:16.000Z"
805,"1431917280~AUDUSD","2015-05-18T02:48:00.000Z","2015-05-18T02:48:16.000Z","AUDUSD","AUD/USD",0.8018,0.8016,0.802,"2015-05-18T02:48:16.000Z"
806,"1431917280~USDJPY","2015-05-18T02:48:00.000Z","2015-05-18T02:48:16.000Z","USDJPY","USD/JPY",119.633,119.633,119.637,"2015-05-18T02:48:16.000Z"
807,"1431917340~EURUSD","2015-05-18T02:49:00.000Z","2015-05-18T02:49:22.000Z","EURUSD","EUR/USD",1.1433,1.1431,1.1435,"2015-05-18T02:49:22.000Z"
808,"1431917340~EURUSD","2015-05-18T02:49:00.000Z","2015-05-18T02:49:22.000Z","EURUSD","EUR/USD",1.1433,1.1431,1.1435,"2015-05-18T02:49:22.000Z"
809,"1431917340~GBPUSD","2015-05-18T02:49:00.000Z","2015-05-18T02:49:22.000Z","GBPUSD","GBP/USD",1.5719,1.5719,1.572,"2015-05-18T02:49:22.000Z"
810,"1431917340~AUDUSD","2015-05-18T02:49:00.000Z","2015-05-18T02:49:22.000Z","AUDUSD","AUD/USD",0.8023,0.802,0.8025,"2015-05-18T02:49:22.000Z"
811,"1431917340~USDJPY","2015-05-18T02:49:00.000Z","2015-05-18T02:49:22.000Z","USDJPY","USD/JPY",119.627,119.627,119.629,"2015-05-18T02:49:22.000Z"
812,"1431917400~EURUSD","2015-05-18T02:50:00.000Z","2015-05-18T02:50:27.000Z","EURUSD","EUR/USD",1.1432,1.1432,1.1433,"2015-05-18T02:50:27.000Z"
813,"1431917400~EURUSD","2015-05-18T02:50:00.000Z","2015-05-18T02:50:27.000Z","EURUSD","EUR/USD",1.1432,1.1432,1.1433,"2015-05-18T02:50:27.000Z"
814,"1431917400~GBPUSD","2015-05-18T02:50:00.000Z","2015-05-18T02:50:27.000Z","GBPUSD","GBP/USD",1.5719,1.5719,1.572,"2015-05-18T02:50:27.000Z"
815,"1431917400~AUDUSD","2015-05-18T02:50:00.000Z","2015-05-18T02:50:27.000Z","AUDUSD","AUD/USD",0.8022,0.8021,0.8024,"2015-05-18T02:50:27.000Z"
816,"1431917400~USDJPY","2015-05-18T02:50:00.000Z","2015-05-18T02:50:27.000Z","USDJPY","USD/JPY",119.645,119.645,119.66,"2015-05-18T02:50:27.000Z"
817,"1431917460~EURUSD","2015-05-18T02:51:00.000Z","2015-05-18T02:51:33.000Z","EURUSD","EUR/USD",1.1433,1.1431,1.1435,"2015-05-18T02:51:33.000Z"
818,"1431917460~EURUSD","2015-05-18T02:51:00.000Z","2015-05-18T02:51:33.000Z","EURUSD","EUR/USD",1.1434,1.1432,1.1436,"2015-05-18T02:51:33.000Z"
819,"1431917460~GBPUSD","2015-05-18T02:51:00.000Z","2015-05-18T02:51:33.000Z","GBPUSD","GBP/USD",1.5718,1.5717,1.5718,"2015-05-18T02:51:33.000Z"
820,"1431917460~AUDUSD","2015-05-18T02:51:00.000Z","2015-05-18T02:51:33.000Z","AUDUSD","AUD/USD",0.8021,0.8021,0.8022,"2015-05-18T02:51:33.000Z"
821,"1431917460~USDJPY","2015-05-18T02:51:00.000Z","2015-05-18T02:51:33.000Z","USDJPY","USD/JPY",119.635,119.635,119.7,"2015-05-18T02:51:33.000Z"
822,"1431917520~EURUSD","2015-05-18T02:52:00.000Z","2015-05-18T02:52:39.000Z","EURUSD","EUR/USD",1.1435,1.1434,1.1436,"2015-05-18T02:52:39.000Z"
823,"1431917520~EURUSD","2015-05-18T02:52:00.000Z","2015-05-18T02:52:39.000Z","EURUSD","EUR/USD",1.1435,1.1434,1.1436,"2015-05-18T02:52:39.000Z"
824,"1431917520~GBPUSD","2015-05-18T02:52:00.000Z","2015-05-18T02:52:39.000Z","GBPUSD","GBP/USD",1.572,1.5718,1.5722,"2015-05-18T02:52:39.000Z"
825,"1431917520~AUDUSD","2015-05-18T02:52:00.000Z","2015-05-18T02:52:39.000Z","AUDUSD","AUD/USD",0.8024,0.8022,0.8026,"2015-05-18T02:52:39.000Z"
826,"1431917520~USDJPY","2015-05-18T02:52:00.000Z","2015-05-18T02:52:39.000Z","USDJPY","USD/JPY",119.623,119.623,119.627,"2015-05-18T02:52:39.000Z"
827,"1431917580~EURUSD","2015-05-18T02:53:00.000Z","2015-05-18T02:53:45.000Z","EURUSD","EUR/USD",1.1432,1.1432,1.1433,"2015-05-18T02:53:45.000Z"
828,"1431917580~EURUSD","2015-05-18T02:53:00.000Z","2015-05-18T02:53:45.000Z","EURUSD","EUR/USD",1.1432,1.1432,1.1433,"2015-05-18T02:53:45.000Z"
829,"1431917580~GBPUSD","2015-05-18T02:53:00.000Z","2015-05-18T02:53:45.000Z","GBPUSD","GBP/USD",1.5716,1.5714,1.5718,"2015-05-18T02:53:45.000Z"
830,"1431917580~AUDUSD","2015-05-18T02:53:00.000Z","2015-05-18T02:53:45.000Z","AUDUSD","AUD/USD",0.8022,0.8019,0.8024,"2015-05-18T02:53:45.000Z"
831,"1431917580~USDJPY","2015-05-18T02:53:00.000Z","2015-05-18T02:53:45.000Z","USDJPY","USD/JPY",119.645,119.645,119.66,"2015-05-18T02:53:45.000Z"
832,"1431917640~EURUSD","2015-05-18T02:54:00.000Z","2015-05-18T02:54:45.000Z","EURUSD","EUR/USD",1.143,1.143,1.143,"2015-05-18T02:54:45.000Z"
833,"1431917640~EURUSD","2015-05-18T02:54:00.000Z","2015-05-18T02:54:45.000Z","EURUSD","EUR/USD",1.143,1.143,1.143,"2015-05-18T02:54:45.000Z"
834,"1431917640~GBPUSD","2015-05-18T02:54:00.000Z","2015-05-18T02:54:45.000Z","GBPUSD","GBP/USD",1.5716,1.5715,1.5717,"2015-05-18T02:54:45.000Z"
835,"1431917640~AUDUSD","2015-05-18T02:54:00.000Z","2015-05-18T02:54:45.000Z","AUDUSD","AUD/USD",0.802,0.8018,0.8022,"2015-05-18T02:54:45.000Z"
836,"1431917640~USDJPY","2015-05-18T02:54:00.000Z","2015-05-18T02:54:45.000Z","USDJPY","USD/JPY",119.63,119.63,119.64,"2015-05-18T02:54:45.000Z"
837,"1431917700~EURUSD","2015-05-18T02:55:00.000Z","2015-05-18T02:55:51.000Z","EURUSD","EUR/USD",1.1431,1.1429,1.1433,"2015-05-18T02:55:51.000Z"
838,"1431917700~EURUSD","2015-05-18T02:55:00.000Z","2015-05-18T02:55:51.000Z","EURUSD","EUR/USD",1.1431,1.1429,1.1433,"2015-05-18T02:55:51.000Z"
839,"1431917700~GBPUSD","2015-05-18T02:55:00.000Z","2015-05-18T02:55:51.000Z","GBPUSD","GBP/USD",1.5717,1.5716,1.5718,"2015-05-18T02:55:51.000Z"
840,"1431917700~AUDUSD","2015-05-18T02:55:00.000Z","2015-05-18T02:55:51.000Z","AUDUSD","AUD/USD",0.8019,0.8017,0.802,"2015-05-18T02:55:51.000Z"
841,"1431917700~USDJPY","2015-05-18T02:55:00.000Z","2015-05-18T02:55:51.000Z","USDJPY","USD/JPY",119.645,119.645,119.66,"2015-05-18T02:55:51.000Z"
842,"1431917760~EURUSD","2015-05-18T02:56:00.000Z","2015-05-18T02:56:57.000Z","EURUSD","EUR/USD",1.143,1.1428,1.1432,"2015-05-18T02:56:57.000Z"
843,"1431917760~EURUSD","2015-05-18T02:56:00.000Z","2015-05-18T02:56:57.000Z","EURUSD","EUR/USD",1.143,1.1428,1.1432,"2015-05-18T02:56:57.000Z"
844,"1431917760~GBPUSD","2015-05-18T02:56:00.000Z","2015-05-18T02:56:57.000Z","GBPUSD","GBP/USD",1.5716,1.5713,1.5718,"2015-05-18T02:56:57.000Z"
845,"1431917760~AUDUSD","2015-05-18T02:56:00.000Z","2015-05-18T02:56:57.000Z","AUDUSD","AUD/USD",0.8018,0.8015,0.802,"2015-05-18T02:56:57.000Z"
846,"1431917760~USDJPY","2015-05-18T02:56:00.000Z","2015-05-18T02:56:57.000Z","USDJPY","USD/JPY",119.653,119.653,119.656,"2015-05-18T02:56:57.000Z"
847,"1431917880~EURUSD","2015-05-18T02:58:00.000Z","2015-05-18T02:58:02.000Z","EURUSD","EUR/USD",1.143,1.1429,1.143,"2015-05-18T02:58:02.000Z"
848,"1431917880~EURUSD","2015-05-18T02:58:00.000Z","2015-05-18T02:58:02.000Z","EURUSD","EUR/USD",1.143,1.1429,1.143,"2015-05-18T02:58:02.000Z"
849,"1431917820~GBPUSD","2015-05-18T02:57:00.000Z","2015-05-18T02:58:02.000Z","GBPUSD","GBP/USD",1.5715,1.5712,1.5718,"2015-05-18T02:58:02.000Z"
850,"1431917880~AUDUSD","2015-05-18T02:58:00.000Z","2015-05-18T02:58:02.000Z","AUDUSD","AUD/USD",0.8016,0.8015,0.8018,"2015-05-18T02:58:02.000Z"
851,"1431917880~USDJPY","2015-05-18T02:58:00.000Z","2015-05-18T02:58:02.000Z","USDJPY","USD/JPY",119.651,119.651,119.654,"2015-05-18T02:58:02.000Z"
852,"1431917940~EURUSD","2015-05-18T02:59:00.000Z","2015-05-18T02:59:08.000Z","EURUSD","EUR/USD",1.143,1.143,1.143,"2015-05-18T02:59:08.000Z"
853,"1431917940~EURUSD","2015-05-18T02:59:00.000Z","2015-05-18T02:59:08.000Z","EURUSD","EUR/USD",1.143,1.143,1.143,"2015-05-18T02:59:08.000Z"
854,"1431917940~GBPUSD","2015-05-18T02:59:00.000Z","2015-05-18T02:59:08.000Z","GBPUSD","GBP/USD",1.5715,1.5712,1.5718,"2015-05-18T02:59:08.000Z"
855,"1431917940~AUDUSD","2015-05-18T02:59:00.000Z","2015-05-18T02:59:08.000Z","AUDUSD","AUD/USD",0.8016,0.8015,0.8018,"2015-05-18T02:59:08.000Z"
856,"1431917940~USDJPY","2015-05-18T02:59:00.000Z","2015-05-18T02:59:08.000Z","USDJPY","USD/JPY",119.65,119.65,119.66,"2015-05-18T02:59:08.000Z"
857,"1431918000~EURUSD","2015-05-18T03:00:00.000Z","2015-05-18T03:00:15.000Z","EURUSD","EUR/USD",1.1432,1.143,1.1434,"2015-05-18T03:00:15.000Z"
858,"1431918000~EURUSD","2015-05-18T03:00:00.000Z","2015-05-18T03:00:15.000Z","EURUSD","EUR/USD",1.1432,1.143,1.1434,"2015-05-18T03:00:15.000Z"
859,"1431918000~GBPUSD","2015-05-18T03:00:00.000Z","2015-05-18T03:00:15.000Z","GBPUSD","GBP/USD",1.5717,1.5716,1.5718,"2015-05-18T03:00:15.000Z"
860,"1431918000~AUDUSD","2015-05-18T03:00:00.000Z","2015-05-18T03:00:15.000Z","AUDUSD","AUD/USD",0.8016,0.8014,0.8018,"2015-05-18T03:00:15.000Z"
861,"1431918000~USDJPY","2015-05-18T03:00:00.000Z","2015-05-18T03:00:15.000Z","USDJPY","USD/JPY",119.643,119.643,119.646,"2015-05-18T03:00:15.000Z"
862,"1431918060~EURUSD","2015-05-18T03:01:00.000Z","2015-05-18T03:01:16.000Z","EURUSD","EUR/USD",1.1435,1.1433,1.1437,"2015-05-18T03:01:16.000Z"
863,"1431918060~EURUSD","2015-05-18T03:01:00.000Z","2015-05-18T03:01:16.000Z","EURUSD","EUR/USD",1.1435,1.1433,1.1437,"2015-05-18T03:01:16.000Z"
864,"1431918060~GBPUSD","2015-05-18T03:01:00.000Z","2015-05-18T03:01:16.000Z","GBPUSD","GBP/USD",1.5718,1.5717,1.5719,"2015-05-18T03:01:16.000Z"
865,"1431918060~AUDUSD","2015-05-18T03:01:00.000Z","2015-05-18T03:01:16.000Z","AUDUSD","AUD/USD",0.8018,0.8017,0.8018,"2015-05-18T03:01:16.000Z"
866,"1431918060~USDJPY","2015-05-18T03:01:00.000Z","2015-05-18T03:01:16.000Z","USDJPY","USD/JPY",119.63,119.63,119.64,"2015-05-18T03:01:16.000Z"
